Id,Title,Location,PriceEuro,PriceKuna,Area,CijenaKvadratEuro,CijenaKvadratKuna,Posted,Link,Photo
992,Split- stan u strogoj  jezgri Splita za dugoročni najam,Splitsko-dalmatinska,700,5260,60,11,87,Objava  28.11.2021.,https://www.index.hr/oglasi/split--stan-u-strogoj--jezgri-splita-za-dugorocni-najam/oid/3209626,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//28///3209626/XML-4200-202783_20211128010012214_0_.jpg?preset=oglas-slika-view
993,Stan Novi Zagreb - Zapad - Kajzerica,Grad Zagreb,665,5000,72,9,69,Objava  28.11.2021.,https://www.index.hr/oglasi/stan-novi-zagreb-zapad-kajzerica/oid/3209615,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
995,Stan Stenjevec Špansko,Grad Zagreb,550,4136,50,11,82,Objava  27.11.2021.,https://www.index.hr/oglasi/stan-stenjevec-spansko/oid/3209571,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27/3209571/IMG20180317182834-271120212233179709.jpg?preset=oglas-slika-view
996,"Iznajmljujem 3-soban stan u Osijek, Vinkovačka ulica, blizu Mercatora",Osječko-baranjska,479,3600,68,7,52,Objava  27.11.2021.,https://www.index.hr/oglasi/iznajmljujem-3-soban-stan-u-osijek-vinkovacka-ulica-blizu-mercatora/oid/3209497,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27/3209497/IMG20211210104845-101220212120050053.jpg?preset=oglas-slika-view
998,PANTOVČAK: VOUKOVA UL.  3s stan za najam,Grad Zagreb,700,5264,83,8,63,Objava  27.11.2021.,https://www.index.hr/oglasi/pantovcak-voukova-ul-3s-stan-za-najam/oid/3209441,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27/3209441/dnevniB2-271120211924533611.jpg?preset=oglas-slika-view
999,Stan  Cvjetno naselje 60 m2,Grad Zagreb,731,5500,60,12,91,Objava  27.11.2021.,https://www.index.hr/oglasi/stan-cvjetno-naselje-60-m2/oid/3209338,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27/3209338/11-271120211734387682.jpg?preset=oglas-slika-view
1000,Dvosoban stan Varaždin Centar,Varaždinska,373,2800,50,7,56,Objava  27.11.2021.,https://www.index.hr/oglasi/dvosoban-stan-varazdin-centar/oid/3209337,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27/3209337/IMG20211127154336-271120211839454303.jpg?preset=oglas-slika-view
1001,Stan 80 m2 2 spavaće  sobe sa po 2 kreveta super opremljen 2 balkona Sjever Trešnjevka,Grad Zagreb,650,4885,80,8,61,Objava  27.11.2021.,https://www.index.hr/oglasi/stan-80-m2-2-spavace-sobe-sa-po-2-kreveta-super-opremljen-2-balkona-sjever-tresnjevka/oid/2704390,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//1//17/2704390/IMG20210117143232-170120211732009307.jpg?preset=oglas-slika-view
1002,Dvoiposobni stan Špansko,Grad Zagreb,558,4200,64,8,65,Objava  27.11.2021.,https://www.index.hr/oglasi/dvoiposobni-stan-spansko/oid/3208994,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27/3208994/1dnevni1-271120211229098731.jpg?preset=oglas-slika-view
1003,Dvosoban stan Split-Pazdigrad dugoročni najam,Splitsko-dalmatinska,359,2700,56,6,48,Objava  27.11.2021.,https://www.index.hr/oglasi/dvosoban-stan-split-pazdigrad-dugorocni-najam/oid/2994720,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//7//6/2994720/9-060720210842525764.jpg?preset=oglas-slika-view
1004,Novouređeni stan Trešnjevka za najam,Grad Zagreb,600,4509,58,10,77,Objava  27.11.2021.,https://www.index.hr/oglasi/novouredjeni-stan-tresnjevka-za-najam/oid/3208815,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27/3208815/stan-split-3500-m2-slika-131177485-271120210930494874.jpg?preset=oglas-slika-view
1005,"CENTAR, STAN 37m2, GARSONIJERA SA GALERIJOM",Primorsko-goranska,550,4134,37,14,111,Objava  27.11.2021.,https://www.index.hr/oglasi/centar--stan-37m2--garsonijera-sa-galerijom/oid/3208313,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3208313/XML-4220-261680_20211127011853936_0_.jpg?preset=oglas-slika-view
1006,"3S, 1.kat, 80 m2, ILICA - namješten",Grad Zagreb,500,3758,80,6,46,Objava  27.11.2021.,https://www.index.hr/oglasi/3s--1-kat--80-m2--ilica---namjesten/oid/3208201,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3208201/XML-4005-262178_20211127011106525_0_.jpg?preset=oglas-slika-view
1007,"MATULJI, 2S+DB, 75 M2, 350 EUR/KN!",Primorsko-goranska,350,2631,75,4,35,Objava  27.11.2021.,https://www.index.hr/oglasi/matulji--2s-db--75-m2--350-eur-kn-/oid/3208204,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3208204/XML-4007-262162_20211127011106441_0_.jpg?preset=oglas-slika-view
1008,"D. VEŽICA, 1S+DB, 55 m2, novouređen, 450€",Primorsko-goranska,450,3383,55,8,61,Objava  27.11.2021.,https://www.index.hr/oglasi/d--vezica--1s-db--55-m2--novouredjen--450-/oid/3208144,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3208144/9636-rent_20211127010647678_0_.jpg?preset=oglas-slika-view
1009,"Dona Vežica - stan za najam 1SKL, 40m2",Primorsko-goranska,400,3007,40,10,75,Objava  27.11.2021.,https://www.index.hr/oglasi/dona-vezica---stan-za-najam-1skl--40m2/oid/3208266,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3208266/0_2021-11-27-01-01-21-281.jpg?preset=oglas-slika-view
1010,"LAŠČINA 57m2, Dobri dol (lijep 2soban stan)",Grad Zagreb,500,3758,57,8,65,Objava  27.11.2021.,https://www.index.hr/oglasi/lascina-57m2--dobri-dol--lijep-2soban-stan-/oid/3207914,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3207914/0_2021-11-27-01-01-40-593.jpg?preset=oglas-slika-view
1011,"TREŠNJEVKA 65m2, Kranjčevićeva (Luksuzan 2soban stan )",Grad Zagreb,650,4886,65,10,75,Objava  27.11.2021.,https://www.index.hr/oglasi/tresnjevka-65m2--kranjceviceva--luksuzan-2soban-stan--/oid/3207913,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3207913/0_2021-11-27-01-01-40-641.jpg?preset=oglas-slika-view
1012,"SIGET 50m2, Siget (lijep 2soban stan)",Grad Zagreb,500,3758,50,10,75,Objava  27.11.2021.,https://www.index.hr/oglasi/siget-50m2--siget--lijep-2soban-stan-/oid/3207920,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3207920/0_2021-11-27-01-01-40-269.jpg?preset=oglas-slika-view
1013,"CENTAR 80m2, Gjure Deželića (prekrasan 3soban stan)",Grad Zagreb,700,5262,80,8,65,Objava  27.11.2021.,https://www.index.hr/oglasi/centar-80m2--gjure-dezelica--prekrasan-3soban-stan-/oid/3207916,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3207916/0_2021-11-27-01-01-40-485.jpg?preset=oglas-slika-view
1014,LAŠČINA 72 m2 - Rim - luksuzan 2 soban stan,Grad Zagreb,670,5036,72,9,69,Objava  27.11.2021.,https://www.index.hr/oglasi/lascina-72-m2---rim---luksuzan-2-soban-stan/oid/3207923,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3207923/0_2021-11-27-01-01-40-109.jpg?preset=oglas-slika-view
1015,"LAŠĆINA 128m2, Klanjčić (lijep 4soban stan + garaža)",Grad Zagreb,950,7141,128,7,55,Objava  27.11.2021.,https://www.index.hr/oglasi/lascina-128m2--klanjcic--lijep-4soban-stan---garaza-/oid/3207922,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3207922/0_2021-11-27-01-01-40-153.jpg?preset=oglas-slika-view
1016,Split Plokite dugoročan najam,Splitsko-dalmatinska,400,3007,54,7,55,Objava  27.11.2021.,https://www.index.hr/oglasi/split-plokite-dugorocan-najam/oid/3207932,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3207932/0_2021-11-27-01-00-49-106.jpg?preset=oglas-slika-view
1017,Radunica Spplit dugoročan najam,Splitsko-dalmatinska,380,2856,35,10,81,Objava  27.11.2021.,https://www.index.hr/oglasi/radunica-spplit-dugorocan-najam/oid/3207936,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//27///3207936/0_2021-11-27-01-00-48-622.jpg?preset=oglas-slika-view
1018,"Iznajmljujem ugodan 3-sobni stan u Zagrebu, Trnje",Grad Zagreb,550,4134,90,6,45,Objava  26.11.2021.,https://www.index.hr/oglasi/iznajmljujem-ugodan-3-sobni-stan-u-zagrebu-trnje/oid/3207829,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26/3207829/20211126103942-261120212315422682.jpg?preset=oglas-slika-view
1019,Iznajmljujem SAMCU potpuno opremljen jednosoban stan Osijek Novi Grad (Požeška ulica 800m od kampusa),Osječko-baranjska,186,1400,38,4,36,Objava  26.11.2021.,https://www.index.hr/oglasi/iznajmljujem-samcu-potpuno-opremljen-jednosoban-stan-osijek-novi-grad-pozeska-ulica-800m-od-kampusa/oid/3207821,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26/3207821/1637943798430-261120212242030690.jpg?preset=oglas-slika-view
1020,NAJAM STANA KRAJ FER-A,Grad Zagreb,330,2482,35,9,70,Objava  26.11.2021.,https://www.index.hr/oglasi/najam-stana-kraj-fer-a/oid/3207761,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26/3207761/IMG20211125180159-261120212043533820.jpg?preset=oglas-slika-view
1022,-2 soban stan 70 m2 Klaićeva-iznajmljivanje-,Grad Zagreb,350,2631,70,5,37,Objava  26.11.2021.,https://www.index.hr/oglasi/2-soban-stan-70-m2-klaiceva-iznajmljivanje/oid/3207613,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26/3207613/-2-soban-stan-70-m2-klaiceva-iznajmljivanje-1-261120211802357921.jpg?preset=oglas-slika-view
1023,Stan Đakovo,Osječko-baranjska,172,1300,70,2,18,Objava  26.11.2021.,https://www.index.hr/oglasi/stan-djakovo/oid/1495137,https://www.index.hr/oglasi/UserDocsImages/oglas/_2018//12//19/1495137/IMG-4aa433192a1ced68211078a1195720ab-V-110220201206395018.jpg?preset=oglas-slika-view
1024,Vodovodna 15,Grad Zagreb,452,3400,40,11,85,Objava  26.11.2021.,https://www.index.hr/oglasi/vodovodna-15/oid/3207497,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26/3207497/WhatsAppImage2021-11-21at200050-261120211557443866.jpeg?preset=oglas-slika-view
1026,"Zagreb (Vrbani), 44.00 m2 (iznajmljivanje)",Grad Zagreb,400,3006,44,9,68,Objava  26.11.2021.,https://www.index.hr/oglasi/zagreb-vrbani-44-00-m2-iznajmljivanje/oid/3207096,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26/3207096/IMG20211123195219-261120210958302842.jpg?preset=oglas-slika-view
1027,"Stan Rijeka Krimeja, prilika! Adaptiran, novouređen, kompletno namješten",Primorsko-goranska,450,3382,55,8,61,Objava  26.11.2021.,https://www.index.hr/oglasi/stan-rijeka-krimeja-prilika-adaptiran-novouredjen-kompletno-namjesten/oid/3206967,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26/3206967/IMG20211124181504-261120210734563137.jpg?preset=oglas-slika-view
1028,Prekrasan dvoetažni stan na Ksaveru,Grad Zagreb,700,5267,100,7,52,Objava  26.11.2021.,https://www.index.hr/oglasi/prekrasan-dvoetazni-stan-na-ksaveru/oid/3206930,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26/3206930/IMG-20211119-WA0007-261120210142201952.jpg?preset=oglas-slika-view
1029,Najam stana na Mlaci 2SKL 54m2,Primorsko-goranska,350,2631,54,6,48,Objava  26.11.2021.,https://www.index.hr/oglasi/najam-stana-na-mlaci-2skl-54m2/oid/3206738,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206738/XML-4013-179677_20211126011558762_0_.jpg?preset=oglas-slika-view
1030,Rastočine - luksuzno opremljen stan sa predivnim pogledom!,Primorsko-goranska,700,5262,78,8,67,Objava  26.11.2021.,https://www.index.hr/oglasi/rastocine---luksuzno-opremljen-stan-sa-predivnim-pogledom-/oid/3206754,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206754/0_2021-11-26-01-09-06-627.jpg?preset=oglas-slika-view
1031,"Najam Trešnjevka, Ogrizovićeva, GARAŽA, 1S+DB",Grad Zagreb,700,5262,53,13,99,Objava  26.11.2021.,https://www.index.hr/oglasi/najam-tresnjevka--ogrizoviceva--garaza--1s-db/oid/3206657,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206657/XML-163-125629_20211126011443555_0_.jpg?preset=oglas-slika-view
1032,"KRIMEJA, 1S+DB, 56 M2, STAN S BALKONOM I POGLEDOM NA MORE, 5",Primorsko-goranska,500,3758,56,8,67,Objava  26.11.2021.,https://www.index.hr/oglasi/krimeja--1s-db--56-m2--stan-s-balkonom-i-pogledom-na-more--5/oid/3206636,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206636/XML-4007-261842_20211126011309854_0_.jpg?preset=oglas-slika-view
1033,"VIŠKOVO, ETAŽA, 160 M2, 1000 KN PO OSOBI!",Primorsko-goranska,1000,7517,180,5,41,Objava  26.11.2021.,https://www.index.hr/oglasi/viskovo--etaza--160-m2--1000-kn-po-osobi-/oid/3206635,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206635/XML-4007-261734_20211126011309862_0_.jpg?preset=oglas-slika-view
1034,"4S, 3.kat, 110 m2, PANTOVČAK, namješten",Grad Zagreb,1250,9396,110,11,85,Objava  26.11.2021.,https://www.index.hr/oglasi/4s--3-kat--110-m2--pantovcak--namjesten/oid/3206627,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206627/XML-4005-261814_20211126011300434_0_.jpg?preset=oglas-slika-view
1035,"Brajda - stan za najam, 50m2",Primorsko-goranska,280,2105,50,5,42,Objava  26.11.2021.,https://www.index.hr/oglasi/brajda---stan-za-najam--50m2/oid/3206755,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206755/0_2021-11-26-01-06-38-606.jpg?preset=oglas-slika-view
1036,"STROGI CENTAR, 1S KL, 30 m2, 330 €",Primorsko-goranska,330,2481,30,11,82,Objava  26.11.2021.,https://www.index.hr/oglasi/strogi-centar--1s-kl--30-m2--330--/oid/3206598,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206598/9629-rent_20211126011002628_0_.jpg?preset=oglas-slika-view
1037,"ZAMET, garsonjera, 1. kat, 1.600kn",Primorsko-goranska,215,1616,22,9,73,Objava  26.11.2021.,https://www.index.hr/oglasi/zamet--garsonjera--1--kat--1-600kn/oid/3206597,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206597/9631-rent_20211126011002684_0_.jpg?preset=oglas-slika-view
1038,"Jušići - stan za najam 2S+DB, 75m2",Primorsko-goranska,350,2631,75,4,35,Objava  26.11.2021.,https://www.index.hr/oglasi/jusici---stan-za-najam-2s-db--75m2/oid/3206766,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206766/0_2021-11-26-01-04-36-821.jpg?preset=oglas-slika-view
1039,"Turnić - najam stana za studente, 1S+DB, 51m2",Primorsko-goranska,360,2706,51,7,53,Objava  26.11.2021.,https://www.index.hr/oglasi/turnic---najam-stana-za-studente--1s-db--51m2/oid/3206765,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206765/0_2021-11-26-01-04-36-889.jpg?preset=oglas-slika-view
1040,"Dvosobni stan na početku Šestinskog dola, 52m2, novouređen",Grad Zagreb,500,3758,52,9,72,Objava  26.11.2021.,https://www.index.hr/oglasi/dvosobni-stan-na-pocetku-sestinskog-dola--52m2--novouredjen/oid/3206587,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206587/0_2021-11-26-01-07-59-244.jpg?preset=oglas-slika-view
1041,"Stan najam Lanište, ul. Lanište (4-sobni, 3.kat)",Grad Zagreb,598,4495,70,8,64,Objava  26.11.2021.,https://www.index.hr/oglasi/stan-najam-laniste--ul--laniste--4-sobni--3-kat-/oid/3206590,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206590/0_2021-11-26-01-06-26-466.jpg?preset=oglas-slika-view
1042,Središće-Bundek-NOVOGRADNJA-odličan 3s stan s terasom & parkingom,Grad Zagreb,1200,9020,90,13,100,Objava  26.11.2021.,https://www.index.hr/oglasi/sredisce-bundek-novogradnja-odlican-3s-stan-s-terasom---parkingom/oid/3206574,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206574/0_2021-11-26-01-05-46-622.jpg?preset=oglas-slika-view
1043,Centar-Novakova-izvrstan 3s stan od 65m2 na top lokaciji,Grad Zagreb,850,6389,65,13,98,Objava  26.11.2021.,https://www.index.hr/oglasi/centar-novakova-izvrstan-3s-stan-od-65m2-na-top-lokaciji/oid/3206573,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206573/0_2021-11-26-01-05-46-666.jpg?preset=oglas-slika-view
1044,"CENTAR 110m2, Đorđićeva (lijep 4soban stan)",Grad Zagreb,1100,8269,110,10,75,Objava  26.11.2021.,https://www.index.hr/oglasi/centar-110m2--djordjiceva--lijep-4soban-stan-/oid/3206566,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206566/0_2021-11-27-01-01-40-881.jpg?preset=oglas-slika-view
1045,"LANIŠTE 60m2, Lanište (prekrasan 3soban stan + GPM)",Grad Zagreb,700,5262,60,11,87,Objava  26.11.2021.,https://www.index.hr/oglasi/laniste-60m2--laniste--prekrasan-3soban-stan---gpm-/oid/3206563,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206563/0_2021-11-26-01-05-11-145.jpg?preset=oglas-slika-view
1046,"SESVETE 75m2, Trg Lovre Matačića (lijep 4soban stan)",Grad Zagreb,530,3984,75,7,53,Objava  26.11.2021.,https://www.index.hr/oglasi/sesvete-75m2--trg-lovre-matacica--lijep-4soban-stan-/oid/3206568,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206568/0_2021-11-26-01-05-10-501.jpg?preset=oglas-slika-view
1047,"ŠTEFANOVEC (Hamići) - PREKRASAN 4-SOB STAN 100m2; 2 x BALKON, GARAŽA",Grad Zagreb,600,4510,100,6,45,Objava  26.11.2021.,https://www.index.hr/oglasi/stefanovec--hamici----prekrasan-4-sob-stan-100m2--2-x-balkon--garaza/oid/3206557,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206557/0_2021-11-26-01-04-32-661.jpg?preset=oglas-slika-view
1048,"Stan, Kamenarka, 57.75 m2, parkirno mjesto",Grad Zagreb,570,4283,58,9,73,Objava  26.11.2021.,https://www.index.hr/oglasi/stan--kamenarka--57-75-m2--parkirno-mjesto/oid/3206457,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//26///3206457/XML-4254-220661_20211126010101363_0_.jpg?preset=oglas-slika-view
1049,Stan Split Varoš centar,Splitsko-dalmatinska,226,1700,15,15,113,Objava  25.11.2021.,https://www.index.hr/oglasi/stan-split-varos-centar/oid/3206297,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25/3206297/IMG1281-251120212048519767.JPG?preset=oglas-slika-view
1050,Stan Samobor Centar 2,Zagrebačka,333,2500,40,8,62,Objava  25.11.2021.,https://www.index.hr/oglasi/stan-samobor-centar-2/oid/1870354,https://www.index.hr/oglasi/UserDocsImages/oglas/_2019//8//11/1870354/20161018143716-110820191544345513.jpg?preset=oglas-slika-view
1052,Stan Zadar Smiljevac,Zadarska,399,3000,100,3,30,Objava  25.11.2021.,https://www.index.hr/oglasi/stan-zadar-smiljevac/oid/3206133,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25/3206133/SmartSelect20211125-181133Facebook-251120211826511189.jpg?preset=oglas-slika-view
1053,Najam stana - Karlovac Novi Centar,Karlovačka,226,1700,37,6,45,Objava  25.11.2021.,https://www.index.hr/oglasi/najam-stana-karlovac-novi-centar/oid/3205975,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25/3205975/20211118142620-251120211601052866.jpg?preset=oglas-slika-view
1054,Stan Split 3,Splitsko-dalmatinska,300,2255,45,6,50,Objava  25.11.2021.,https://www.index.hr/oglasi/stan-split-3/oid/3205953,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25/3205953/IMG20210519221825-251120211541292074.jpg?preset=oglas-slika-view
1055,"Moderan stan Zagreb (Trešnjevka-Remiza), 4S, 100.00 m2",Grad Zagreb,650,4890,100,6,48,Objava  25.11.2021.,https://www.index.hr/oglasi/moderan-stan-zagreb-tresnjevka-remiza-4s-100-00-m2/oid/3205934,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25/3205934/1-251120211524156148.jpg?preset=oglas-slika-view
1056,Stan Črnomerec,Grad Zagreb,333,2500,35,9,71,Objava  25.11.2021.,https://www.index.hr/oglasi/stan-crnomerec/oid/3205775,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25/3205775/IMG-426210aa3a83cef06ae0cef49882b798-V-251120211313242052.jpg?preset=oglas-slika-view
1057,Stan za najam Selska cesta - Sjever Trešnjevka,Grad Zagreb,350,2631,35,10,75,Objava  25.11.2021.,https://www.index.hr/oglasi/stan-za-najam-selska-cesta-sjever-tresnjevka/oid/3205705,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25/3205705/StanSelska8of11-251120211216249816.jpg?preset=oglas-slika-view
1058,"PEĆINE, 1S+DB, 380 EUR/MJ.",Primorsko-goranska,380,2856,50,7,57,Objava  25.11.2021.,https://www.index.hr/oglasi/pecine--1s-db--380-eur-mj-/oid/3205115,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205115/XML-4142-202272_20211125011641232_0_.jpg?preset=oglas-slika-view
1059,Stan Matulji,Primorsko-goranska,240,1804,40,6,45,Objava  25.11.2021.,https://www.index.hr/oglasi/stan-matulji/oid/3205119,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205119/XML-4142-202374_20211125011641160_0_.jpg?preset=oglas-slika-view
1060,"Garsonijera u Iki, novonamjesteno",Primorsko-goranska,350,2631,25,14,105,Objava  25.11.2021.,https://www.index.hr/oglasi/garsonijera-u-iki--novonamjesteno/oid/3205118,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205118/XML-4142-202340_20211125011641196_0_.jpg?preset=oglas-slika-view
1061,Stan Matulji Najam,Primorsko-goranska,300,2255,45,6,50,Objava  25.11.2021.,https://www.index.hr/oglasi/stan-matulji-najam/oid/3205120,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205120/XML-4142-202385_20211125011641104_0_.jpg?preset=oglas-slika-view
1062,"PEĆINE, 1S+DB, 500 EUR/MJ",Primorsko-goranska,500,3758,50,10,75,Objava  25.11.2021.,https://www.index.hr/oglasi/pecine--1s-db--500-eur-mj/oid/3205116,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205116/XML-4142-202274_20211125011641224_0_.jpg?preset=oglas-slika-view
1063,"KOSTRENA, 3S+DB, 500 EUR/MJ.",Primorsko-goranska,500,3758,87,5,43,Objava  25.11.2021.,https://www.index.hr/oglasi/kostrena--3s-db--500-eur-mj-/oid/3205121,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205121/XML-4142-244403_20211125011631043_0_.jpg?preset=oglas-slika-view
1064,STAN ZA NAJAM RADNIKA KOSTRENA,Primorsko-goranska,1000,7517,98,10,76,Objava  25.11.2021.,https://www.index.hr/oglasi/stan-za-najam-radnika-kostrena/oid/3205126,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205126/XML-4142-261589_20211125011629254_0_.jpg?preset=oglas-slika-view
1065,"Jušići, uredan 2-soban s dnevnim boravkom, najam",Primorsko-goranska,350,2631,75,4,35,Objava  25.11.2021.,https://www.index.hr/oglasi/jusici--uredan-2-soban-s-dnevnim-boravkom--najam/oid/3205101,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205101/XML-4186-261661_20211125011629146_0_.jpg?preset=oglas-slika-view
1066,STAN NAJAM KRALJEVICA,Primorsko-goranska,1200,9020,50,24,180,Objava  25.11.2021.,https://www.index.hr/oglasi/stan-najam-kraljevica/oid/3205125,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205125/XML-4142-261571_20211125011629294_0_.jpg?preset=oglas-slika-view
1067,"Zagreb, Voltino, stan s tri spavaće sobe, PET FRIENDLY!",Grad Zagreb,660,4959,95,6,52,Objava  25.11.2021.,https://www.index.hr/oglasi/zagreb--voltino--stan-s-tri-spavace-sobe--pet-friendly-/oid/3205318,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205318/52686_20211125011342954_0_.jpg?preset=oglas-slika-view
1068,"STAN, NAJAM, ZAGREB, MLINOVI, 89 m2, 3-soban",Grad Zagreb,900,6765,89,10,76,Objava  25.11.2021.,https://www.index.hr/oglasi/stan--najam--zagreb--mlinovi--89-m2--3-soban/oid/3205060,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205060/XML-4100-248979-7766697_20211125011035636_0_.jpg?preset=oglas-slika-view
1069,"Šalata, Srebrnjak (najam) 75m2, 2-soban + velika terasa",Grad Zagreb,500,3758,75,6,50,Objava  25.11.2021.,https://www.index.hr/oglasi/salata--srebrnjak--najam--75m2--2-soban---velika-terasa/oid/3205044,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205044/XML-4005-261588_20211125011034530_0_.jpg?preset=oglas-slika-view
1070,"Jarun, 36m2, 2S+, 4k, ADAPTIRAN I OPREMLJEN",Grad Zagreb,450,3383,36,12,93,Objava  25.11.2021.,https://www.index.hr/oglasi/jarun--36m2--2s---4k--adaptiran-i-opremljen/oid/3205043,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3205043/XML-4005-261521_20211125011034554_0_.jpg?preset=oglas-slika-view
1071,LOVRAN Luksuzan stan u vili 50 metara od mora 2S+DB,Primorsko-goranska,800,6013,75,10,80,Objava  25.11.2021.,https://www.index.hr/oglasi/lovran-luksuzan-stan-u-vili-50-metara-od-mora-2s-db/oid/3204986,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3204986/XML-4108-202267_20211125010754237_0_.jpg?preset=oglas-slika-view
1072,"Zagreb, Bundek - Stan s terasom i GPM za najam, 90m2",Grad Zagreb,1200,9020,90,13,100,Objava  25.11.2021.,https://www.index.hr/oglasi/zagreb--bundek---stan-s-terasom-i-gpm-za-najam--90m2/oid/3204967,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3204967/XML-4239-261536_20211125010728113_0_.jpg?preset=oglas-slika-view
1073,"SRDOČI, NOVOGRADNJA, 1S+DB, 50 M2, POGLED NA MORE",Primorsko-goranska,650,4886,50,13,97,Objava  25.11.2021.,https://www.index.hr/oglasi/srdoci--novogradnja--1s-db--50-m2--pogled-na-more/oid/3204933,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//11//25///3204933/9628-rent_20211125010636813_0_.jpg?preset=oglas-slika-view
